# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F31679_02	F31679_02	30-048-02	類聚名義抄_天理図書館_観智院本	27322	21792	𢆞	𢆞	𢆞	𢆞									工殄反				K1009024	音注声点無_反切	
F31680_01	F31680_01	30-048-02	類聚名義抄_天理図書館_観智院本	27323	21793	𡩆	𡩆	𡩆	𡩆										音陁			K1009032	音注声点無_類音注等	
F31681_02	F31681_02	30-048-02	類聚名義抄_天理図書館_観智院本	27324	21794	𠙹	𠙹	𠙹	𠙹										音緇			K1009041	音注声点無_類音注等	
F31682_02	F31682_02	30-048-02	類聚名義抄_天理図書館_観智院本	27325	21795	疀	疀	疀	疀										插籤二音			K1009042	音注声点無_類音注等	
F31683_01	F31683_01	30-048-02	類聚名義抄_天理図書館_観智院本	27326	21796	𤲒	𤲒	𤲒	𤲒										音瓶			K1009044	音注声点無_類音注等	
F31684_02	F31684_02	30-048-02	類聚名義抄_天理図書館_観智院本	27327	21797	𤲑	𤲑	𤲑	𤲑										音貯			K1009051	音注声点無_類音注等	
F31685_01	F31685_01	30-048-02	類聚名義抄_天理図書館_観智院本	27328	21798	𤳯	𤳯	𤳯	𤳯									之庶反				K1009053	音注声点無_反切	
F31686_01	F31686_01	30-048-02	類聚名義抄_天理図書館_観智院本	27329	21799	𤳃	𤳃	𤳃	𤳃									苦兮反				K1009054	音注声点無_反切	
F31687_01	F31687_01	30-048-02	類聚名義抄_天理図書館_観智院本	27330	21800	𤱉	𤱉	𤱉	𤱉										音桂			K1009061	音注声点無_類音注等	
F31688_01	F31688_01	30-048-02	類聚名義抄_天理図書館_観智院本	27331	21801	𠚡	𠚡	𠚡	𠚡									他刀反				K1009071	音注声点無_反切	
F31689_02	F31689_02	30-048-02	類聚名義抄_天理図書館_観智院本	27332	21802	曲	曲	曲	曲										音曲			K1009072	音注声点無_類音注等	
F31689_03	F31689_03	30-048-02	類聚名義抄_天理図書館_観智院本	27333	21802	曲	曲	曲	曲									丘玉反				K1009072	音注声点無_反切	
F31689_14	F31689_14	30-048-02	類聚名義抄_天理図書館_観智院本	27334	21802	曲	曲	曲	曲							和コク（＊平）						K1009072	音注和音声点有	
F31690_02	F31690_02	30-048-02	類聚名義抄_天理図書館_観智院本	27335	21803	凹	凹	凹	凹									烏交反				K1009083	音注声点無_反切	
F31690_05	F31690_05	30-048-02	類聚名義抄_天理図書館_観智院本	27336	21803	凹	凹	凹	凹										又音鴨			K1009083	音注声点無_類音注等	
F31691_01	F31691_01	30-048-02	類聚名義抄_天理図書館_観智院本	27337	21804	凸	凸	凸	凸							音テチ		「音テチ」田結反			凸(S）	K1009084	音注声点無_類音注等	
F31691_01b	F31691_01	30-048-02	類聚名義抄_天理図書館_観智院本	27338	21804	凸	凸	凸	凸							音テチ		「音テチ」田結反			凸(S）	K1009084	音注声点無_類音注等	
F31691_02	F31691_02	30-048-02	類聚名義抄_天理図書館_観智院本	27339	21804	凸	凸	凸	凸									徒骨反				K1009084	音注声点無_反切	
F31695_03	F31695_03	30-048-02	類聚名義抄_天理図書館_観智院本	27340	21805	壽	壽	壽	壽					平濁／上	平濁／上				音壽（上／平濁）			K1009121	音注声点有_類音注等	
F31695_03b	F31695_03	30-048-02	類聚名義抄_天理図書館_観智院本	27341	21805	壽	壽	壽	壽					平濁／上	平濁／上				音壽（上／平濁）			K1009121	音注声点有_類音注等	音注字
F31697_01	F31697_01	30-048-02	類聚名義抄_天理図書館_観智院本	27342	21806	生	生	生	生									所爭反				K1009132	音注声点無_反切	
F31697_11	F31697_11	30-048-02	類聚名義抄_天理図書館_観智院本	27343	21806	生	生	生	生							和者ウ（平上-N）						K1009132	音注和音声点有	
F31698_01	F31698_01	30-048-02	類聚名義抄_天理図書館_観智院本	27344	21807	甡	甡	甡	甡										音詵			K1009141	音注声点無_類音注等	
F31709_01	F31709_01	30-048-02	類聚名義抄_天理図書館_観智院本	27345	21808	〓	〓	〓	〓									於惙反				K1009171	音注声点無_反切	
F31713_02	F31713_02	30-048-02	類聚名義抄_天理図書館_観智院本	27346	21809	𤯯	𤯯	𤯯	𤯯									奴鈍反				K1009181	音注声点無_反切	
F31713_03	F31713_03	30-048-02	類聚名義抄_天理図書館_観智院本	27347	21809	𤯦	𤯦	𤯦	𤯦									下吾杲反				K1009181	音注声点無_反切	
F31714_01	F31714_01	30-048-02	類聚名義抄_天理図書館_観智院本	27348	21810	𤯻	𤯻	𤯻	𤯻									莫孔反				K1009184	音注声点無_反切	
F31715_01	F31715_01	30-048-02	類聚名義抄_天理図書館_観智院本	27349	21811	⿰生交	⿰生交	⿰生交	⿰生交									所交反				K1009211	音注声点無_反切	
F31716_02	F31716_02	30-048-02	類聚名義抄_天理図書館_観智院本	27350	21812	甥	甥	甥	甥										音生			K1009212	音注声点無_類音注等	
F31717_01	F31717_01	30-048-02	類聚名義抄_天理図書館_観智院本	27351	21813	⿰生外	⿰生外	⿰生外	⿰生外										音外			K1009213	音注声点無_類音注等	
F31718_01	F31718_01	30-048-02	類聚名義抄_天理図書館_観智院本	27352	21814	䜌	䜌	䜌	䜌										音戀			K1009214	音注声点無_類音注等	
F31718_02	F31718_02	30-048-02	類聚名義抄_天理図書館_観智院本	27353	21814	䜌	䜌	䜌	䜌										音乱			K1009214	音注声点無_類音注等	
F31719_02	F31719_02	30-048-02	類聚名義抄_天理図書館_観智院本	27354	21815	孿	孿	孿	孿									所眷反				K1009221	音注声点無_反切	
F31720_02	F31720_02	30-048-02	類聚名義抄_天理図書館_観智院本	27355	21816	變	變	變	變									悲眷反				K1009223	音注声点無_反切	
F31722_02	F31722_02	30-048-02	類聚名義抄_天理図書館_観智院本	27356	21817	⿱䜌⿰女毛	⿱䜌⿰女毛	⿱䜌⿰女毛	⿱䜌⿰女毛									可頓反				K1009233	音注声点無_反切	
F31724_01	F31724_01	30-048-02	類聚名義抄_天理図書館_観智院本	27357	21818	𩰪	𩰪	𩰪	𩰪										音欝			K1009241	音注声点無_類音注等	
F31725_02	F31725_02	30-048-02	類聚名義抄_天理図書館_観智院本	27358	21819	𩰤	𩰤	𩰤	𩰤										音巨			K1009242	音注声点無_類音注等	
F31726_01	F31726_01	30-048-02	類聚名義抄_天理図書館_観智院本	27359	21820	𩰢	𩰢	𩰢	𩰢									所吏反				K1009244	音注声点無_反切	
F31726_02	F31726_02	30-048-02	類聚名義抄_天理図書館_観智院本	27360	21820	𩰢	𩰢	𩰢	𩰢										又迅音			K1009244	音注声点無_類音注等	
F31727_01	F31727_01	30-048-02	類聚名義抄_天理図書館_観智院本	27361	21821	冎	冎	冎	冎										音寡			K1009251	音注声点無_類音注等	
F31728_03	F31728_03	30-048-02	類聚名義抄_天理図書館_観智院本	27362	21822	咼	咼	咼	咼									口蛙反				K1009252	音注声点無_反切	
F31729_02	F31729_02	30-048-02	類聚名義抄_天理図書館_観智院本	27363	21823	㗗	㗗	㗗	㗗									薄買反				K1009253	音注声点無_反切	
F31730_01	F31730_01	30-048-02	類聚名義抄_天理図書館_観智院本	27364	21824	㼱	㼱	㼱	㼱										耎⿰亻𦓔二音			K1009261	音注声点無_類音注等	
F31731_01	F31731_01	30-048-02	類聚名義抄_天理図書館_観智院本	27365	21825	𤮪	𤮪	𤮪	𤮪									如准反				K1009262	音注声点無_反切	
F31732_01	F31732_01	30-048-02	類聚名義抄_天理図書館_観智院本	27366	21826	皕	皕	皕	皕										音秘			K1009263	音注声点無_類音注等	
F31732_03	F31732_03	30-048-02	類聚名義抄_天理図書館_観智院本	27367	21826	皕	皕	皕	皕										又音逼			K1009263	音注声点無_類音注等	
F31733_01	F31733_01	30-048-02	類聚名義抄_天理図書館_観智院本	27368	21827	𠂆	𠂆	𠂆	𠂆										音曵			K1009264	音注声点無_類音注等	
F31734_01	F31734_01	30-048-02	類聚名義抄_天理図書館_観智院本	27369	21828	厶	厶	厶	厶					上	上				音私（上）			K1009271	音注声点有_類音注等	
F31734_01b	F31734_01	30-048-02	類聚名義抄_天理図書館_観智院本	27370	21828	私	私	私	私					上	上				音私（上）			K1009271	音注声点有_類音注等	音注字
F31735_02	F31735_02	30-048-02	類聚名義抄_天理図書館_観智院本	27371	21830	厶	厶	厶	厶					上濁	上濁				音母（上濁）「ホウ」			K1009272	音注声点有_類音注等	
F31735_02b	F31735_02	30-048-02	類聚名義抄_天理図書館_観智院本	27372	21830	母	母	母	母					上濁	上濁	ホウ			音母（上濁）「ホウ」			K1009272	音注声点有_類音注等	音注字
F31736_03	F31736_03	30-048-02	類聚名義抄_天理図書館_観智院本	27373	21832	厽	厽	厽	厽										音累			K1009273	音注声点無_類音注等	
F31737_01	F31737_01	30-048-02	類聚名義抄_天理図書館_観智院本	27374	21833	辴	辴	辴	辴										音笞			K1009281	音注声点無_類音注等	
F31737_02	F31737_02	30-048-02	類聚名義抄_天理図書館_観智院本	27375	21833	辴	辴	辴	辴									又勅忍反				K1009281	音注声点無_反切	
F31738_02	F31738_02	30-048-02	類聚名義抄_天理図書館_観智院本	27376	21834	𠫹	𠫹	𠫹	𠫹										音善			K1009283	音注声点無_類音注等	
F31738_03	F31738_03	30-048-02	類聚名義抄_天理図書館_観智院本	27377	21834	𠫹	𠫹	𠫹	𠫹					入	入				又丹（入）			K1009283	音注声点有_類音注等	
F31740_02	F31740_02	30-048-02	類聚名義抄_天理図書館_観智院本	27378	21835	𤱋	𤱋	𤱋	𤱋									如甘反				K1009311	音注声点無_反切	
F31741_01	F31741_01	30-048-02	類聚名義抄_天理図書館_観智院本	27379	21836	𤲍	𤲍	𤲍	𤲍										音匣			K1009312	音注声点無_類音注等	
F31742_01	F31742_01	30-048-02	類聚名義抄_天理図書館_観智院本	27380	21837	𢀿	𢀿	𢀿	𢀿										音謹			K1009313	音注声点無_類音注等	
F31744_01	F31744_01	30-048-02	類聚名義抄_天理図書館_観智院本	27381	21838	㠱	㠱	㠱	㠱									渠起反				K1009321	音注声点無_反切	
F31745_01	F31745_01	30-048-02	類聚名義抄_天理図書館_観智院本	27382	21839	𢃳	𢃳	𢃳	𢃳										音韶			K1009322	音注声点無_類音注等	
F31746_01	F31746_01	30-048-02	類聚名義抄_天理図書館_観智院本	27383	21840	𢁁	𢁁	𢁁	𢁁										音卓			K1009323	音注声点無_類音注等	
F31747_02	F31747_02	30-048-02	類聚名義抄_天理図書館_観智院本	27384	21841	⿰束申	⿰束申	⿰束申	⿰束申									弋刃反				K1009324	音注声点無_反切	
F31749_01	F31749_01	30-048-02	類聚名義抄_天理図書館_観智院本	27385	21842	曳	曳	曳	曳									弋制反				K1009332	音注声点無_反切	
F31752_02	F31752_02	30-048-02	類聚名義抄_天理図書館_観智院本	27386	21843	𠆉	𠆉	𠆉	𠆉									詰利反				K1009341	音注声点無_反切	
F31754_02	F31754_02	30-048-02	類聚名義抄_天理図書館_観智院本	27387	21844	冓	冓	冓	冓									古候又古侯反				K1009343	音注声点無_反切	
F31756_02	F31756_02	30-048-02	類聚名義抄_天理図書館_観智院本	27388	21845	⿰尓丞	⿰尓丞	⿰尓丞	⿰尓丞									祖曷反				K1009352	音注声点無_反切	
F31757_01	F31757_01	30-048-02	類聚名義抄_天理図書館_観智院本	27389	21846	顰	顰	顰	顰										音頻			K1009353	音注声点無_類音注等	
F31759_01	F31759_01	30-048-02	類聚名義抄_天理図書館_観智院本	27390	21847	𦝠	𦝠	𦝠	𦝠										音螺			K1009361	音注声点無_類音注等	
F31760_01	F31760_01	30-048-02	類聚名義抄_天理図書館_観智院本	27391	21848	驘	驘	驘	驘												音同	K1009363	音注同	
F31760_06	F31760_06	30-048-02	類聚名義抄_天理図書館_観智院本	27392	21848	驘	驘	驘	驘									落戈反				K1009363	音注声点無_反切	
F31762_01	F31762_01	30-048-02	類聚名義抄_天理図書館_観智院本	27393	21849	鸁	鸁	鸁	鸁												音同	K1009372	音注同	
F31763_01	F31763_01	30-048-02	類聚名義抄_天理図書館_観智院本	27394	21850	𩼊	𩼊	𩼊	𩼊												音同	K1009373	音注同	
F31764_01	F31764_01	30-048-02	類聚名義抄_天理図書館_観智院本	27395	21851	𥢵	𥢵	𥢵	𥢵												音同	K1009381	音注同	
F31765_01	F31765_01	30-048-02	類聚名義抄_天理図書館_観智院本	27396	21852	𣜄	𣜄	𣜄	𣜄												音同	K1009382	音注同	
F31766_01	F31766_01	30-048-02	類聚名義抄_天理図書館_観智院本	27397	21853	⿱⿱亡口⿲月卓凡	⿱⿱亡口⿲月卓凡	⿱⿱亡口⿲月卓凡	⿱⿱亡口⿲月卓凡										音螺			K1009384	音注声点無_類音注等	
F31767_01	F31767_01	30-048-02	類聚名義抄_天理図書館_観智院本	27398	21854	𦆁	𦆁	𦆁	𦆁												音同	K1009411	音注同	
F31768_01	F31768_01	30-048-02	類聚名義抄_天理図書館_観智院本	27399	21855	贏	贏	贏	贏					平	平				音盈（平）			K1009412	音注声点有_類音注等	
F31768_01b	F31768_01	30-048-02	類聚名義抄_天理図書館_観智院本	27400	21855	盈	盈	盈	盈					平	平				音盈（平）			K1009412	音注声点有_類音注等	音注字
F31769_01	F31769_01	30-048-02	類聚名義抄_天理図書館_観智院本	27401	21857	嬴	嬴	嬴	嬴												音同	K1009414	音注同	
F31770_02	F31770_02	30-048-02	類聚名義抄_天理図書館_観智院本	27402	21858	羸	羸	羸	羸									力為反				K1009421	音注声点無_反切	
F31770_07	F31770_07	30-048-02	類聚名義抄_天理図書館_観智院本	27403	21858	羸	羸	羸	羸									以成反				K1009421	音注声点無_反切	
F31770_12	F31770_12	30-048-02	類聚名義抄_天理図書館_観智院本	27404	21858	羸	羸	羸	羸										和類			K1009421	音注和音声点無	
F31771_02	F31771_02	30-048-02	類聚名義抄_天理図書館_観智院本	27405	21859	𧝹	𧝹	𧝹	𧝹									郎果（上）反				K1009424	音注声点有_反切	
F31771_02b	F31771_02	30-048-02	類聚名義抄_天理図書館_観智院本	27406	21859	果	果	果	果					上	上							K1009424	音注声点有_反切	
F31772_01	F31772_01	30-048-02	類聚名義抄_天理図書館_観智院本	27407	21861	蠃	蠃	蠃	蠃					上	上				音裸（上）			K1009432	音注声点有_類音注等	
F31772_01b	F31772_01	30-048-02	類聚名義抄_天理図書館_観智院本	27408	21861	裸	裸	裸	裸					上	上				音裸（上）			K1009432	音注声点有_類音注等	音注字
F31772_03	F31772_03	30-048-02	類聚名義抄_天理図書館_観智院本	27409	21861	蠃	蠃	蠃	蠃												又平	K1009432	音注声調	
F31774_01	F31774_01	30-048-02	類聚名義抄_天理図書館_観智院本	27410	21863	⿵𣎆土	⿵𣎆土	⿵𣎆土	⿵𣎆土									力果反				K1009442	音注声点無_反切	
F31775_01	F31775_01	30-048-02	類聚名義抄_天理図書館_観智院本	27411	21864	䇔	䇔	䇔	䇔									力卧反				K1009443	音注声点無_反切	
F31776_02	F31776_02	30-048-02	類聚名義抄_天理図書館_観智院本	27412	21865	⿵𣎆王	⿵𣎆王	⿵𣎆王	⿵𣎆王										音呈			K1009444	音注声点無_類音注等	
F31778_02	F31778_02	30-048-02	類聚名義抄_天理図書館_観智院本	27413	21866	胤	胤	胤	胤									戈刃反				K1009462	音注声点無_反切	
F31780_01	F31780_01	30-048-02	類聚名義抄_天理図書館_観智院本	27414	21867	丳	丳	丳	丳					上	上				音鏟（上）			K1009472	音注声点有_類音注等	
F31780_01b	F31780_01	30-048-02	類聚名義抄_天理図書館_観智院本	27415	21867	鏟	鏟	鏟	鏟					上	上				音鏟（上）			K1009472	音注声点有_類音注等	音注字
F31780_04	F31780_04	30-048-02	類聚名義抄_天理図書館_観智院本	27416	21867	丳	丳	丳	丳							和セン						K1009472	音注和音声点無	
F31782_02	F31782_02	30-048-02	類聚名義抄_天理図書館_観智院本	27417	21869	𧰙	𧰙	𧰙	𧰙									渠希反				K1009481	音注声点無_反切	
F31782_04	F31782_04	30-048-02	類聚名義抄_天理図書館_観智院本	27418	21869	𧰙	𧰙	𧰙	𧰙									又公哀也〔反〕				K1009481	音注声点無_反切	
F31783_02	F31783_02	30-048-02	類聚名義抄_天理図書館_観智院本	27419	21870	肄	肄	肄	肄									弋至反				K1009483	音注声点無_反切	
F31783_04	F31783_04	30-048-02	類聚名義抄_天理図書館_観智院本	27420	21870	肄	肄	肄	肄									又以世反				K1009483	音注声点無_反切	
F31784_04	F31784_04	30-048-02	類聚名義抄_天理図書館_観智院本	27421	21871	泰	泰	泰	泰									土帶反				K1009511	音注声点無_反切	
F31784_09	F31784_09	30-048-02	類聚名義抄_天理図書館_観智院本	27422	21871	泰	泰	泰	泰							和タイ（平平）						K1009511	音注和音声点有	
F31786_01	F31786_01	30-048-02	類聚名義抄_天理図書館_観智院本	27423	21872	奏	奏	奏	奏										音走			K1009521	音注声点無_類音注等	
F31790_01	F31790_01	30-048-02	類聚名義抄_天理図書館_観智院本	27424	21873	賾	賾	賾	賾									士革反				K1009531	音注声点無_反切	
F31792_01	F31792_01	30-048-02	類聚名義抄_天理図書館_観智院本	27425	21874	⿰中累	⿰中累	⿰中累	⿰中累									爭媱反				K1009533	音注声点無_反切	
F31793_02	F31793_02	30-048-02	類聚名義抄_天理図書館_観智院本	27426	21875	丱	丱	丱	丱									古患				K1009534	音注声点無_反切	
F31793_04	F31793_04	30-048-02	類聚名義抄_天理図書館_観智院本	27427	21875	丱	丱	丱	丱					去	去				音慣（去）			K1009534	音注声点有_類音注等	
F31793_04b	F31793_04	30-048-02	類聚名義抄_天理図書館_観智院本	27428	21875	慣	慣	慣	慣					去	去				音慣（去）			K1009534	音注声点有_類音注等	音注字
F31795_01	F31795_01	30-048-02	類聚名義抄_天理図書館_観智院本	27429	21877	𧫹	𧫹	𧫹	𧫹										音零			K1009543	音注声点無_類音注等	
F31796_02	F31796_02	30-048-02	類聚名義抄_天理図書館_観智院本	27430	21878	彘	彘	彘	彘									直例反				K1009544	音注声点無_反切	
F31798_02	F31798_02	30-048-02	類聚名義抄_天理図書館_観智院本	27431	21879	𧹾	𧹾	𧹾	𧹾									火木反				K1009553	音注声点無_反切	
F31800_03	F31800_03	30-048-02	類聚名義抄_天理図書館_観智院本	27432	21880	響	響	響	響					上	上				音享（上）「キヤウ」			K1009561	音注声点有_類音注等	
F31800_03b	F31800_03	30-048-02	類聚名義抄_天理図書館_観智院本	27433	21880	享	享	享	享					上	上	キヤウ			音享（上）「キヤウ」			K1009561	音注声点有_類音注等	音注字
F31802_01	F31802_01	30-048-02	類聚名義抄_天理図書館_観智院本	27434	21882	矗	矗	矗	矗									直溜反				K1009564	音注声点無_反切	
F31802_02	F31802_02	30-048-02	類聚名義抄_天理図書館_観智院本	27435	21882	矗	矗	矗	矗									又丑六反				K1009564	音注声点無_反切	
F31803_02	F31803_02	30-048-02	類聚名義抄_天理図書館_観智院本	27436	21883	牽	牽	牽	牽									苦田反				K1009572	音注声点無_反切	
F31805_02	F31805_02	30-048-02	類聚名義抄_天理図書館_観智院本	27437	21884	𦥨	𦥨	𦥨	𦥨									以小反				K1009582	音注声点無_反切	
F31808_02	F31808_02	30-048-02	類聚名義抄_天理図書館_観智院本	27438	21885	⿱内入	⿱内入	⿱内入	⿱内入									而睡反				K1009611	音注声点無_反切	
F31812_02	F31812_02	30-048-02	類聚名義抄_天理図書館_観智院本	27439	21886	曁	曁	曁	曁					去	去				音忌（去）「キ」			K1009621	音注声点有_類音注等	
F31812_02b	F31812_02	30-048-02	類聚名義抄_天理図書館_観智院本	27440	21886	忌	忌	忌	忌					去	去	キ			音忌（去）「キ」			K1009621	音注声点有_類音注等	音注字
F31812_03	F31812_03	30-048-02	類聚名義抄_天理図書館_観智院本	27441	21886	曁	曁	曁	曁					去	去				又音既（去）			K1009621	音注声点有_類音注等	
F31812_05	F31812_05	30-048-02	類聚名義抄_天理図書館_観智院本	27442	21886	曁	曁	曁	曁										又音訖			K1009621	音注声点無_類音注等	
F31814_02	F31814_02	30-048-02	類聚名義抄_天理図書館_観智院本	27443	21888	𫁕	𫁕	𫁕	𫁕										音符			K1009631	音注声点無_類音注等	
F31815_02	F31815_02	30-048-02	類聚名義抄_天理図書館_観智院本	27444	21889	𠷓	𠷓	𠷓	𠷓									呼刑反				K1009632	音注声点無_反切	
F31816_02	F31816_02	30-048-02	類聚名義抄_天理図書館_観智院本	27445	21890	夔	夔	夔	夔					平	平				音逵（平）「クヰ」			K1009634	音注声点有_類音注等	
F31816_02b	F31816_02	30-048-02	類聚名義抄_天理図書館_観智院本	27446	21890	逵	逵	逵	逵					平	平	クヰ			音逵（平）「クヰ」			K1009634	音注声点有_類音注等	音注字
F31818_01	F31818_01	30-048-02	類聚名義抄_天理図書館_観智院本	27447	21892	〓	〓	〓	〓										音落			K1009643	音注声点無_類音注等	
F31822_01	F31822_01	30-048-02	類聚名義抄_天理図書館_観智院本	27448	21893	毓	毓	毓	毓										音育			K1009653	音注声点無_類音注等	
F31826_01	F31826_01	30-048-02	類聚名義抄_天理図書館_観智院本	27449	21894	⿰⿳人北吉令	⿰⿳人北吉令	⿰⿳人北吉令	⿰⿳人北吉令									虚甄反				K1009663	音注声点無_反切	
F31827_02	F31827_02	30-048-02	類聚名義抄_天理図書館_観智院本	27450	21895	⿹⺄下	⿹⺄下	⿹⺄下	⿹⺄下									郎㨂反				K1009664	音注声点無_反切	
F31831_02	F31831_02	30-048-02	類聚名義抄_天理図書館_観智院本	27451	21896	⿳上公■	⿳上公■	⿳上公■	⿳上公■									工本反				K1009681	音注声点無_反切	
F31834_01	F31834_01	30-048-02	類聚名義抄_天理図書館_観智院本	27452	21897	⿰青主	⿰青主	⿰青主	⿰青主										音注			K1009684	音注声点無_類音注等	
